Locus_Tag	Gene_Name	Product_Description	Strain_Name	Accession	GO_Term	Namespace	GO_Evidence_Code	Evidence_Ontology_ECO_Code	Evidence_Ontology_Term	Similar_To_Binds_To	PMID
PA3596	PA3596	probable methylated-DNA--protein-cysteine methyltransferase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF57884	PMID:24451626
PA3596	PA3596	probable methylated-DNA--protein-cysteine methyltransferase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008168	methyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF57884	PMID:24451626
PA3596	PA3596	probable methylated-DNA--protein-cysteine methyltransferase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008270	zinc ion binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF57884	PMID:24451626
PA3596	PA3596	probable methylated-DNA--protein-cysteine methyltransferase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00342	PMID:24451626
PA3596	PA3596	probable methylated-DNA--protein-cysteine methyltransferase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0043565	sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SM00342	PMID:24451626
PA3596	PA3596	probable methylated-DNA--protein-cysteine methyltransferase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003908	methylated-DNA-[protein]-cysteine S-methyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS00374	PMID:24451626
PA3597	PA3597	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003333	amino acid transmembrane transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF006060	PMID:24451626
PA3597	PA3597	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015171	amino acid transmembrane transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF006060	PMID:24451626
PA3597	PA3597	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PIRSF006060	PMID:24451626
PA3597	PA3597	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006810	transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00324	PMID:24451626
PA3597	PA3597	probable amino acid permease	Pseudomonas aeruginosa PAO1 (Reference)	GO:0055085	transmembrane transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00324	PMID:24451626
PA3598	PA3598	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006807	nitrogen compound metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF56317	PMID:24451626
PA3598	PA3598	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016810	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF56317	PMID:24451626
PA3599	PA3599	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00196	PMID:24451626
PA3599	PA3599	probable transcriptional regulator	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF46894	PMID:24451626
PA3600	PA3600	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF57840	PMID:24451626
PA3600	PA3600	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF57840	PMID:24451626
PA3600	PA3600	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF57840	PMID:24451626
PA3600	PA3600	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:SSF57840	PMID:24451626
PA3601	PA3601	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003735	structural constituent of ribosome	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01197	PMID:24451626
PA3601	PA3601	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005622	intracellular	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01197	PMID:24451626
PA3601	PA3601	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005840	ribosome	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01197	PMID:24451626
PA3601	PA3601	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006412	translation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01197	PMID:24451626
PA3602	PA3602	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.20.20.70	PMID:24451626
PA3602	PA3602	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006537	glutamate biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01645	PMID:24451626
PA3602	PA3602	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015930	glutamate synthase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01645	PMID:24451626
PA3602	PA3602	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01645	PMID:24451626
PA3602	PA3602	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF01645	PMID:24451626
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004143	diacylglycerol kinase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.3830.10	PMID:24451626
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008654	phospholipid biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.3830.10	PMID:24451626
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:1.10.3830.10	PMID:24451626
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005886	plasma membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd14264	PMID:24451626
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006654	phosphatidic acid biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd14264	PMID:24451626
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004042	acetyl-CoA:L-glutamate N-acetyltransferase activity	molecular_function	ISS	ECO:0000044	sequence similarity evidence		
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044255	cellular lipid metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3603	dgkA	diacylglycerol kinase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0046486	glycerolipid metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3604	erdR	response regulator ErdR	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00196	PMID:24451626
PA3604	erdR	response regulator ErdR	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000160	phosphorelay signal transduction system	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50110	PMID:24451626
PA3604	erdR	response regulator ErdR	Pseudomonas aeruginosa PAO1 (Reference)	GO:1900065	regulation of ethanol catabolic process	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:20093290
PA3604	erdR	response regulator ErdR	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000156	phosphorelay response regulator activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:20093290
PA3604	erdR	response regulator ErdR	Pseudomonas aeruginosa PAO1 (Reference)	GO:0000156	phosphorelay response regulator activity	molecular_function	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:20093290
PA3605	PA3605	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00892	PMID:24451626
PA3605	PA3605	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016021	integral component of membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00892	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00005	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016887	ATPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00005	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015417	polyamine-transporting ATPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01187	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015846	polyamine transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01187	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0043190	ATP-binding cassette (ABC) transporter complex	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01187	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005215	transporter activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF08402	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016820	hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF08402	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015594	putrescine-importing ATPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51305	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015595	spermidine-importing ATPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51305	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS51305	PMID:24451626
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006810	transport	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3607	potA	polyamine transport protein PotA	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015847	putrescine transport	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8416922
PA3608	potB	polyamine transport protein PotB	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006810	transport	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3608	potB	polyamine transport protein PotB	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISS	ECO:0000044	sequence similarity evidence		
PA3608	potB	polyamine transport protein PotB	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015847	putrescine transport	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8416922
PA3609	potC	polyamine transport protein PotC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006810	transport	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3609	potC	polyamine transport protein PotC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016020	membrane	cellular_component	ISS	ECO:0000044	sequence similarity evidence		
PA3609	potC	polyamine transport protein PotC	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015847	putrescine transport	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8416922
PA3610	potD	polyamine transport protein PotD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015846	polyamine transport	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00909	PMID:24451626
PA3610	potD	polyamine transport protein PotD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0019808	polyamine binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00909	PMID:24451626
PA3610	potD	polyamine transport protein PotD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0042597	periplasmic space	cellular_component	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00909	PMID:24451626
PA3610	potD	polyamine transport protein PotD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006810	transport	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3610	potD	polyamine transport protein PotD	Pseudomonas aeruginosa PAO1 (Reference)	GO:0015847	putrescine transport	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:8416922
PA3613	PA3613	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003824	catalytic activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.50.920	PMID:24451626
PA3613	PA3613	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008152	metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:G3DSA:3.40.50.920	PMID:24451626
PA3613	PA3613	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005975	carbohydrate metabolic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03894	PMID:24451626
PA3613	PA3613	hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016832	aldehyde-lyase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF03894	PMID:24451626
PA3616	PA3616	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006282	regulation of DNA repair	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02631	PMID:24451626
PA3617	recA	RecA protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003697	single-stranded DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00983	PMID:24451626
PA3617	recA	RecA protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:cd00983	PMID:24451626
PA3617	recA	RecA protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50163	PMID:24451626
PA3617	recA	RecA protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008094	DNA-dependent ATPase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50163	PMID:24451626
PA3617	recA	RecA protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006259	DNA metabolic process	biological_process	IDA	ECO:0000002	direct assay evidence		
PA3617	recA	RecA protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006281	DNA repair	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:2823059
PA3620	mutS	DNA mismatch repair protein MutS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0005524	ATP binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01070	PMID:24451626
PA3620	mutS	DNA mismatch repair protein MutS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006298	mismatch repair	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01070	PMID:24451626
PA3620	mutS	DNA mismatch repair protein MutS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0030983	mismatched DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR01070	PMID:24451626
PA3620	mutS	DNA mismatch repair protein MutS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006259	DNA metabolic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3620	mutS	DNA mismatch repair protein MutS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006281	DNA repair	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:1651234
PA3621	fdxA	ferredoxin I	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009055	electron carrier activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PR00354	PMID:24451626
PA3621	fdxA	ferredoxin I	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006091	generation of precursor metabolites and energy	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3621.1	rsmZ	regulatory RNA RsmZ	Pseudomonas aeruginosa PAO1 (Reference)	GO:0045974	regulation of translation, ncRNA-mediated	biological_process	IMP	ECO:0000315	mutant phenotype evidence used in manual assertion		PMID:16885472
PA3621.1	rsmZ	regulatory RNA RsmZ	Pseudomonas aeruginosa PAO1 (Reference)	GO:0043455	regulation of secondary metabolic process	biological_process	IMP	ECO:0000315	mutant phenotype evidence used in manual assertion		PMID:16885472
PA3621.1	rsmZ	regulatory RNA RsmZ	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009372	quorum sensing	biological_process	IMP	ECO:0000315	mutant phenotype evidence used in manual assertion		PMID:16885472
PA3621.1	rsmZ	regulatory RNA RsmZ	Pseudomonas aeruginosa PAO1 (Reference)	GO:1900190	regulation of single-species biofilm formation	biological_process	IMP	ECO:0000315	mutant phenotype evidence used in manual assertion		PMID:16885472
PA3621.1	rsmZ	regulatory RNA RsmZ	Pseudomonas aeruginosa PAO1 (Reference)	GO:0030254	protein secretion by the type III secretion system	biological_process	IMP	ECO:0000315	mutant phenotype evidence used in manual assertion		PMID:21955777
PA3621.1	rsmZ	regulatory RNA RsmZ	Pseudomonas aeruginosa PAO1 (Reference)	GO:0033103	protein secretion by the type VI secretion system	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:19426209
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003677	DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00140	PMID:24451626
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003700	transcription factor activity, sequence-specific DNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00140	PMID:24451626
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006352	DNA-templated transcription, initiation	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF00140	PMID:24451626
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016987	sigma factor activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:7959068
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:1900233	positive regulation of single-species biofilm formation on inanimate substrate	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:20735777
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:1900377	negative regulation of secondary metabolite biosynthetic process	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:10383954
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:2000145	regulation of cell motility	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:10383954
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:1900034	regulation of cellular response to heat	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:10383954
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:1901000	regulation of response to salt stress	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:10383954
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:1900407	regulation of cellular response to oxidative stress	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:10383954
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0050921	positive regulation of chemotaxis	biological_process	IMP	ECO:0000015	mutant phenotype evidence		PMID:15687221
PA3622	rpoS	sigma factor RpoS	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006355	regulation of transcription, DNA-templated	biological_process	IDA	ECO:0000314	direct assay evidence used in manual assertion		PMID:10383954
PA3624	pcm	L-isoaspartate protein carboxylmethyltransferase type II	Pseudomonas aeruginosa PAO1 (Reference)	GO:0004719	protein-L-isoaspartate (D-aspartate) O-methyltransferase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00090	PMID:24451626
PA3624	pcm	L-isoaspartate protein carboxylmethyltransferase type II	Pseudomonas aeruginosa PAO1 (Reference)	GO:0006464	cellular protein modification process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00090	PMID:24451626
PA3624	pcm	L-isoaspartate protein carboxylmethyltransferase type II	Pseudomonas aeruginosa PAO1 (Reference)	GO:0050896	response to stimulus	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3624	pcm	L-isoaspartate protein carboxylmethyltransferase type II	Pseudomonas aeruginosa PAO1 (Reference)	GO:0044267	cellular protein metabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:9573145
PA3624	pcm	L-isoaspartate protein carboxylmethyltransferase type II	Pseudomonas aeruginosa PAO1 (Reference)	GO:0030091	protein repair	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:9573145
PA3625	surE	survival protein SurE	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016787	hydrolase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR00087	PMID:24451626
PA3625	surE	survival protein SurE	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008252	nucleotidase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:MF_00060	PMID:24451626
PA3625	surE	survival protein SurE	Pseudomonas aeruginosa PAO1 (Reference)	GO:0050896	response to stimulus	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3625	surE	survival protein SurE	Pseudomonas aeruginosa PAO1 (Reference)	GO:0030091	protein repair	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion		PMID:9785447
PA3626	PA3626	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0001522	pseudouridine synthesis	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50984	PMID:24451626
PA3626	PA3626	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0003723	RNA binding	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50984	PMID:24451626
PA3626	PA3626	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009451	RNA modification	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50984	PMID:24451626
PA3626	PA3626	conserved hypothetical protein	Pseudomonas aeruginosa PAO1 (Reference)	GO:0009982	pseudouridine synthase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PS50984	PMID:24451626
PA3627	ygbB	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0008685	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02542	PMID:24451626
PA3627	ygbB	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0016114	terpenoid biosynthetic process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF02542	PMID:24451626
PA3627	ygbB	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0051188	cofactor biosynthetic process	biological_process	ISS	ECO:0000044	sequence similarity evidence		
PA3628	PA3628	putative esterase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0018738	S-formylglutathione hydrolase activity	molecular_function	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:TIGR02821	PMID:24451626
PA3628	PA3628	putative esterase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0046294	formaldehyde catabolic process	biological_process	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:A1AXZ2	PMID:8892832
PA3628	PA3628	putative esterase	Pseudomonas aeruginosa PAO1 (Reference)	GO:0052689	carboxylic ester hydrolase activity	molecular_function	ISS	ECO:0000250	sequence similarity evidence used in manual assertion	UniProtKB:A1AXZ2	PMID:8892832
PA3629	adhC	alcohol dehydrogenase class III	Pseudomonas aeruginosa PAO1 (Reference)	GO:0055114	oxidation-reduction process	biological_process	ISM	ECO:0000259	match to InterPro signature evidence used in automatic assertion	InterPro:PF08240	PMID:24451626
